"month","vehicle_production_de","registrations_total_de","registrations_bev","bev_share","Lufttemperatur_lag1","Bedeckungsgrad_lag1","Windgeschwindigkeit_lag1","Niederschlagshoehe_lag1","Sonnenscheindauer_lag1","data_status"
2026-09-01,413929,233506,79634,0.341034647886216,19.351224684178,4.85662533353644,2.81296107728917,2.32512223251048,7.50405385909573,"forecast"
2026-10-01,369965,239912,85935,0.358195728996376,15.8738879386036,5.3602580125764,3.06254037523812,2.60227625602819,5.73375617395412,"forecast"
2026-11-01,433069,258922,97284,0.375727985136346,11.7178811553615,6.19491159119548,3.15816994656218,1.79839066300919,3.43686976864619,"forecast"
2026-12-01,289797,267980,105475,0.393592117126522,6.1754734905212,6.79163511513247,3.55278902675822,1.89011854984605,1.78121726465036,"forecast"
